Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,9083,0.0,222.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,9083.0,0.02443857331571995,0,69,0,True,False,False,False,False,False,True,False
Yes,262,2897.30448178,331.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3159.30448178,0.10473674353477758,1,69,0,False,False,True,False,False,True,False,False
No,678,0.0,167.0,0.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,678.0,0.24594992636229748,0,77,1,True,False,False,True,False,False,False,False
No,5148,39.01763188,173.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,5187.01763188,0.03334607017079651,1,75,0,True,True,False,False,False,False,True,False
No,150,1115.2954237,131.0,0.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1265.2954237,0.10345137283780899,0,77,1,True,False,False,False,True,False,False,False
No,12084,74.7537935,402.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,12158.7537935,0.03305987989780593,1,68,1,True,True,False,True,False,False,False,True
Yes,150,61.72917849,40.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,211.72917849,0.1880325035048275,1,75,0,True,False,True,False,False,False,False,False
No,2967,0.0,250.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2967.0,0.08423180592991913,1,77,1,True,False,False,True,False,True,False,False
No,4174,1024.38204048,155.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,5198.38204048,0.029811235026247582,1,71,1,True,False,False,False,False,False,True,False
No,1292,1242.79029444,232.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,2534.7902944400003,0.09149021530237952,1,80,0,True,False,False,True,False,True,False,False
No,1551,0.0,177.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,1551.0,0.11404639175257732,1,79,0,True,False,False,True,False,False,False,False
No,3496,1075.37463004,133.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,4571.37463004,0.029087730284873114,1,77,1,True,False,False,True,False,True,False,False
Yes,1076,0.0,175.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,1076.0,0.16248839368616527,1,74,1,True,True,True,False,True,False,False,False
Yes,1181,619.17626466,255.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,1800.17626466,0.1415741507387314,1,68,1,True,True,True,True,False,False,False,False
No,150,0.0,184.0,0.0,Y,I need to renovate my house immediately. Business is booming right now.,150.0,1.218543046357616,0,71,0,True,False,False,False,True,False,False,False
Yes,9027,0.0,55.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,9027.0,0.0060921577315019935,1,65,1,False,False,True,False,False,False,True,False
Yes,14777,1802.2108262,190.0,1.0,N,Planning to expand my small business operations. I am very confident in repayment.,16579.2108262,0.011459444152529264,1,82,0,True,False,True,True,False,False,False,True
No,150,0.0,171.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,1.1324503311258278,1,71,1,True,True,False,True,False,False,False,False
No,867,0.0,166.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,867.0,0.1912442396313364,1,75,0,True,False,False,True,False,False,False,False
No,629,0.0,107.0,0.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,629.0,0.16984126984126985,0,80,0,True,False,False,False,False,False,False,False
No,150,0.0,100.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,150.0,0.6622516556291391,1,74,0,True,False,False,False,True,False,False,False
No,385,85.0452424,147.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,470.0452424,0.31207193443039005,1,65,1,False,True,False,False,False,False,False,False
No,3402,629.64324954,78.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,4031.64324954,0.019342152323763673,1,71,1,True,False,False,False,False,True,False,False
Yes,2029,0.0,81.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,2029.0,0.039901477832512314,1,69,0,False,False,True,False,False,True,False,False
No,338,0.0,171.0,1.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,338.0,0.504424778761062,1,80,1,True,True,False,False,False,False,False,False
No,1889,3384.81900576,9.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,5273.81900576,0.0017062196807458557,1,71,1,False,False,False,False,False,False,True,False
No,150,0.0,124.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,0.8211920529801324,1,66,0,True,False,False,False,False,False,False,False
No,150,152.9678448,164.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,302.96784479999997,0.539530752365949,1,68,1,False,False,False,False,False,False,False,False
Yes,547,0.0,210.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,547.0,0.38321167883211676,1,71,1,False,False,True,False,True,False,False,False
No,463,0.0,247.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,463.0,0.5323275862068966,1,65,1,False,False,False,True,False,False,False,False
No,4600,313.02269865,169.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,4913.02269865,0.034391375531584,1,80,1,True,False,False,False,False,True,False,False
No,1651,6600.66884325,197.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,8251.66884325,0.023871065680907542,1,82,0,True,False,False,False,False,False,True,False
No,980,0.0,212.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,980.0,0.2161060142711519,1,79,0,True,False,False,False,True,False,False,False
Yes,184,0.0,174.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,184.0,0.9405405405405406,1,65,1,True,False,True,False,True,False,False,False
No,2537,274.93630267,63.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,2811.93630267,0.022396525630602186,1,71,0,True,False,False,True,False,True,False,False
No,1006,0.0,263.0,0.0,N,I need to renovate my house immediately. I am very confident in repayment.,1006.0,0.2611717974180735,0,74,0,True,False,False,False,True,False,False,False
Yes,150,159.63563935,226.0,0.0,N,Investment in a new startup opportunity. I am very confident in repayment.,309.63563935,0.727540473053579,0,74,0,True,True,True,True,False,False,False,False
No,150,0.0,192.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,150.0,1.271523178807947,1,85,1,True,True,False,False,False,False,False,False
No,2997,0.0,362.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,2997.0,0.12074716477651767,1,75,0,False,False,False,False,False,True,False,False
No,11714,739.12241603,87.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,12453.12241603,0.006985638738223755,1,74,1,True,True,False,False,True,False,False,True
No,3260,0.0,103.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,3260.0,0.031585403250536645,1,80,0,True,True,False,False,False,True,False,False
No,928,0.0,87.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,928.0,0.09364908503767493,1,77,1,True,False,False,False,True,False,False,False
No,6762,341.08143576,376.0,0.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,7103.08143576,0.05292732120261445,0,71,1,False,False,False,False,False,False,True,False
Yes,1265,0.0,176.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,1265.0,0.13902053712480253,1,85,1,True,False,True,False,True,False,False,False
No,946,0.0,381.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,946.0,0.40232312565997885,0,69,0,True,False,False,False,True,False,False,False
No,150,0.0,75.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,0.4966887417218543,1,71,1,True,False,False,False,True,False,False,False
No,14544,0.0,101.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,14544.0,0.006943966998968718,1,74,1,False,False,False,False,True,False,False,True
No,7598,0.0,9.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,7598.0,0.0011843663639952626,1,66,0,True,False,False,True,False,False,True,False
No,730,505.52720495,122.0,0.0,N,Buying a new car for daily commute. Business is booming right now.,1235.52720495,0.09866341760344301,0,66,0,True,False,False,True,False,False,False,False
No,150,0.0,130.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,150.0,0.8609271523178808,1,79,0,True,True,False,False,False,False,False,False
No,3457,0.0,247.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,3457.0,0.07142857142857142,1,80,1,True,False,False,False,True,True,False,False
No,1907,5773.56694616,101.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,7680.56694616,0.013148359014235982,1,71,0,True,False,False,False,False,False,True,False
No,1331,0.0,191.0,0.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,1331.0,0.14339339339339338,0,80,0,False,False,False,True,False,False,False,False
Yes,1253,0.0,173.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,1253.0,0.1379585326953748,1,80,1,True,True,True,False,False,False,False,False
No,150,0.0,225.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,150.0,1.490066225165563,1,71,1,True,False,False,False,True,False,False,False
No,2209,0.0,230.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,2209.0,0.10407239819004525,1,74,1,False,True,False,False,True,True,False,False
No,2840,179.69156332,136.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,3019.69156332,0.045022802609652836,1,77,1,True,False,False,False,False,True,False,False
No,2829,0.0,154.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,2829.0,0.05441696113074205,0,82,0,True,False,False,False,False,True,False,False
No,3446,0.0,115.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,3446.0,0.0333623440673049,1,82,0,True,True,False,False,True,True,False,False
No,150,0.0,215.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.423841059602649,1,74,0,False,True,False,True,False,False,False,False
No,2079,201.84028168,160.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,2280.84028168,0.07011884279744608,1,74,1,True,True,False,True,False,True,False,False
No,3242,0.0,130.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3242.0,0.040086339808818996,0,69,0,False,False,False,False,False,True,False,False
No,150,0.0,444.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,150.0,2.9403973509933774,1,71,0,True,True,False,True,False,False,False,False
No,150,368.50848456,184.0,1.0,N,Consolidating high-interest debts. Facing some financial stress currently.,518.5084845599999,0.3541809334564374,1,74,1,True,False,False,False,False,False,False,False
Yes,4198,0.0,278.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,4198.0,0.06620623958085259,0,74,1,True,False,True,False,False,True,False,False
No,150,4021.87498851,221.0,0.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,4171.874988510001,0.052961088124739625,0,77,1,True,False,False,True,False,True,False,False
No,1596,0.0,170.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,1596.0,0.10644959298685035,1,74,0,True,False,False,False,True,False,False,False
No,5538,0.0,149.0,0.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,5538.0,0.026900162484202926,0,77,1,True,False,False,False,False,False,True,False
No,8756,0.0,99.0,0.0,N,Buying a new car for daily commute. I am very confident in repayment.,8756.0,0.011305241521068859,0,69,0,False,True,False,False,True,False,True,False
No,1192,0.0,9.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1192.0,0.0075440067057837385,1,74,0,True,False,False,False,True,False,False,False
Yes,3383,2463.24774938,178.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,5846.24774938,0.030441672326758148,1,88,0,False,True,True,True,False,False,True,False
No,150,3678.67065477,148.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,3828.67065477,0.03864562082268364,1,71,0,True,False,False,False,True,True,False,False
No,150,0.0,66.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,150.0,0.4370860927152318,1,71,0,False,False,False,True,False,False,False,False
No,3708,0.0,120.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,3708.0,0.032353734160150985,1,77,1,True,True,False,False,False,True,False,False
